nodo,pagerank,in_degree,out_degree,hits_hub,hits_authority,betweenness,closeness
94056,9.779002960747523e-05,1,9,1.0865340322030974e-06,2.094141386675289e-08,0.0,0.07476970556991644
94094,0.0005395921167791904,9,10,1.4278470009203646e-09,2.2083076550088092e-10,0.0,0.11337043688733552
94115,0.0007622471289809411,15,12,-8.474681137108385e-21,-1.5245966921015571e-19,0.0014166993406613223,0.007609067691740607
94121,0.00023106492419896525,1,5,-9.567315593681465e-21,1.2449469819197406e-19,0.0,0.0023821434526787202
94148,0.0006263036371166482,13,9,2.0623973065125805e-09,5.716651001319602e-10,1.0730375912967208e-07,0.006536601634150409
94163,0.00031125541342953895,10,11,1.0671661836084767e-06,1.9184825580958979e-07,3.171094657970377e-05,0.0050025012506253125
94257,8.64439217488278e-05,0,0,-0.0,6.162390494224288e-20,0.0,0.0
94374,8.64439217488278e-05,0,7,5.869215288375144e-20,-1.589730560350062e-21,0.0,0.0
94589,0.00023631675155485617,1,1,7.760113379586292e-22,7.105822255472862e-20,0.0,0.008841021818098592
94761,8.64439217488278e-05,0,1,2.4023557655604333e-20,-1.600327080459454e-19,0.0,0.0
95163,0.000575184448367622,4,4,-3.994246237832778e-20,-2.640804385882396e-19,0.0,0.002001000500250125
95183,0.000575184448367622,6,6,9.750304093527521e-21,-1.4530826519255e-19,0.0,0.0030015007503751876
95241,0.00010113981827360256,1,4,8.823404745941696e-22,-1.5075412941588918e-19,5.007508759384698e-07,0.0005002501250625312
95279,0.000273582113275062,5,3,5.50876753362906e-21,4.1415360905999877e-19,6.247463309327575e-07,0.006785650889961109
95793,8.64439217488278e-05,0,1,1.0352418435840192e-06,5.813152736743583e-20,0.0,0.0
95925,0.0008643640088264608,16,12,2.0076360090123063e-20,3.515546485802343e-19,9.389078923846307e-06,0.008031793674615085
96027,0.00023631675155485617,1,1,7.760113379586292e-22,1.2906655958043422e-19,0.0,0.008841021818098592
96222,0.00024360317143144963,43,56,0.006918210740706742,0.0057467062081855156,0.012442630170682794,0.07447300038908343
96358,0.007553413952355997,50,9,2.0037979818896845e-07,1.5865985157302534e-06,2.4093666039230314e-05,0.2366607326361794
96387,8.64439217488278e-05,0,0,-0.0,2.0144131370426613e-19,0.0,0.0
96464,0.00038498906295579354,9,8,1.053447277157666e-06,1.8306234527488957e-07,0.0,0.004502251125562781
96465,0.000575184448367622,6,6,5.867869085214268e-21,1.2793838698202404e-19,0.0,0.0030015007503751876
96567,0.000575184448367622,2,2,-8.384311974960745e-22,-1.0143212256780104e-19,0.0,0.0010005002501250625
96581,0.0004506377774980651,28,29,1.3283836582840028e-06,6.914511426935696e-07,0.0002307444449711236,0.022356005589001398
96664,0.00031503053587191607,24,29,1.2859716086735235e-06,5.999979592449963e-07,3.242153275503283e-05,0.017884804471201117
96739,0.0001812616245235854,8,13,1.0727346552455031e-06,1.6544897267228568e-07,0.0,0.00400200100050025
96745,0.001650362405541406,56,17,-8.187320923941976e-19,-4.239683652199549e-18,4.500475324122441e-06,0.02801400700350175
96753,8.847062664817004e-05,1,2,1.0416508622723395e-06,5.983377810741845e-08,5.007508759384698e-08,0.08113789925658896
96995,8.64439217488278e-05,0,0,-0.0,-1.6275911947182018e-18,0.0,0.0
97014,0.00045125586669925817,28,26,1.3017340911263175e-06,6.90937087289668e-07,1.7685522122523227e-05,0.022356005589001398
97165,0.0013108447807618493,13,11,5.966684319979046e-09,5.209459255535036e-08,0.0028775412627113466,0.1737703342411947
97173,0.00023888969573063247,42,55,0.006806502955884767,0.00556987851129811,2.635530925991946e-08,0.06665078965834689
97275,8.64439217488278e-05,0,1,2.4023557655604333e-20,-2.612237377399007e-19,0.0,0.0
97366,0.000450830188814688,28,28,1.30388688295222e-06,6.909786134526568e-07,0.00014287324110714067,0.022356005589001398
97395,8.64439217488278e-05,0,0,-0.0,-1.5653980686931103e-18,0.0,0.0
97670,0.00026904587627986246,46,16,0.0035686133571960917,0.0059650474725152095,3.6326223837542216e-06,0.07482187221389026
97678,8.64439217488278e-05,0,1,2.4023557655604333e-20,-2.56872498282919e-19,0.0,0.0
98105,0.0003151604542506189,24,27,1.2834568781758147e-06,5.999980045172466e-07,9.480124537653304e-06,0.018009004502251125
98387,0.0006223755494003637,13,4,1.1779765715321986e-09,2.0342692020047013e-08,0.0,0.1145039420259245
98549,0.00031509930000142876,24,28,1.2859533800716987e-06,5.999979781344828e-07,0.00012077200671497816,0.018009004502251125
98595,0.000575184448367622,1,1,-1.1617404386331793e-21,-9.482160414274845e-19,0.0,0.0005002501250625312
98783,0.00031125541342953895,10,11,1.0603428130492488e-06,1.9197980274384258e-07,2.2945339833966385e-05,0.0050025012506253125
98838,0.0007466919649623266,2,2,1.6180307335882112e-20,1.7648153558577968e-18,2.503754379692349e-07,0.0010005002501250625
99411,0.0007979216370339455,16,10,8.193492281050066e-13,6.380032171967857e-12,5.007508759384698e-08,0.008031793674615085
99548,0.0006770818271804715,2,2,5.774034496320191e-22,-1.340658596434833e-19,0.0,0.0013340003335000831
99740,0.00014936064344096817,20,44,0.005431602390319759,0.0021166641886369267,6.709037267873857e-08,0.07417864070375109
99996,0.000315160454250619,24,27,1.2834568781758194e-06,5.999980045174455e-07,9.4801245376533e-06,0.018009004502251125
100000,0.00011713556105423592,2,14,1.3478841473766186e-06,5.218029373977746e-08,0.0,0.10088534389490136
100146,0.00012292276866691574,17,50,2.248850638484315e-06,8.458894026800162e-07,1.7401113782637878e-05,0.008504252126063032
100221,0.00031212729021624783,44,61,0.00913789900662493,0.007771779679936702,0.00061168481030586,0.0839132398750236
100322,0.0004200171832884713,13,14,1.081923756835359e-06,2.5119383232645353e-07,1.5523277154092564e-05,0.0065032516258129065
100340,0.00010899647365638252,13,54,3.2641424003354317e-06,8.171837586547535e-07,1.6274403468000268e-06,0.006536601634150409
100343,0.0005305376503543734,1,1,3.5623469744549017e-16,5.015637029328508e-12,0.0,0.008881152905219732
100511,0.0005336666216205943,4,3,1.049578590973658e-06,2.0610442085078927e-08,0.006851836829325574,0.09843795488092855
100595,0.00037321514602171825,9,5,1.4671148731760173e-09,2.101289186958829e-08,0.0,0.11152694160183643
100682,0.0007412698010965587,21,15,3.186617067578184e-09,1.2193379250266141e-09,7.291152863939257e-08,0.013488628372157094
100738,0.00013399396521270583,4,16,1.3541228086468672e-06,1.0150983829838786e-07,1.2513596966746508e-05,0.10147172802405528
100946,0.0010212310091857817,8,6,-3.41439180802041e-21,-1.5927817478989462e-19,7.0105122631385765e-06,0.00416875104218776
100947,0.0005190554807688308,60,43,3.177216820162257e-06,3.7231280436771475e-06,1.0361102162867185e-05,0.11023316357150677
101011,9.169245622196165e-05,1,11,3.1809920836010323e-10,2.2317961224483814e-08,4.006007007507757e-06,0.0005002501250625312
101131,8.64439217488278e-05,0,8,4.452684247707105e-08,2.222239245870796e-19,0.0,0.0
101146,0.00037321514602171825,9,5,1.4671148731768222e-09,2.1012891869531634e-08,0.0,0.11152694160183643
101476,8.64439217488278e-05,0,16,1.783126820218165e-08,-2.8268949971042827e-19,0.0,0.0
101514,0.0002518929992936066,24,1,0.0002669318166771868,0.0021531060364034537,0.0,0.08369805373196132
101858,0.0003234329502916852,46,41,0.006803542280408466,0.008080707982679229,5.141737813629315e-06,0.08393200401631944
102453,0.0008195547116770193,2,1,-1.9482362385741826e-21,-1.3475322324276126e-19,0.0,0.0010005002501250625
102475,0.00014936064344096817,20,44,0.005431602390319759,0.0021166641886369267,6.709037267873857e-08,0.07417864070375109
102610,0.0003578186274604291,25,27,1.2925309557321262e-06,6.289415872446997e-07,1.8679525099401703e-05,0.021792408809446738
102755,0.00023631675155485617,1,1,7.760113379586292e-22,-1.2715744002155037e-19,0.0,0.008841021818098592
103429,8.64439217488278e-05,0,1,-1.1291801667130765e-20,3.625234156301919e-21,0.0,0.0
103456,0.00023888969573063247,42,55,0.006806502955884767,0.005569878511298116,2.635530925991946e-08,0.06665078965834689
103499,0.00010458131652037016,1,7,1.064181187590923e-06,2.0612166016966142e-08,0.0,0.0032857337759788986
103731,8.64439217488278e-05,0,0,-0.0,-1.685726221373891e-20,0.0,0.0
103820,0.0016011641892092745,19,8,3.2636835861734014e-09,1.2647238541536638e-09,0.00014822225927778706,0.11993423477079274
103869,0.00035387950596739784,8,9,5.870361125832746e-10,4.538133974571278e-11,0.001594390788988088,0.00400200100050025
103998,0.00038938173406763443,9,7,1.5346958151390144e-08,2.0745304050880034e-08,0.0001560942630892811,0.11152694160183643
104029,0.0005751844483676223,29,29,1.3185875658382096e-18,3.2205769512565617e-18,0.0,0.014507253626813406
104449,0.00010893154509198136,13,52,3.256093709086545e-06,8.173389283998195e-07,0.0,0.006536601634150409
104644,0.0007890212826700388,11,11,6.39114495617456e-09,2.222095717653094e-08,0.0,0.13756420082865328
104767,0.0027703757744478807,32,11,1.4512916851384133e-08,9.65027879088822e-09,0.0016498110652714848,0.14497640863691794
104804,0.00015686050629907638,22,60,0.00923824967547227,0.0023986195528330942,6.543199279123556e-05,0.07419330341193527
104902,0.00038498906295579354,9,8,1.05344727715766e-06,1.8306234527531933e-07,0.0,0.004502251125562781
105147,0.0016154407216454145,145,61,0.00903481576101069,0.018786721505895054,0.0086743157369338,0.09650184392877761
105244,0.00014204441583784509,5,7,1.093092500227919e-06,1.0662601010967527e-07,3.9642777678462186e-07,0.06684664683187543
105467,0.0005751844483676219,3,3,1.3267478431918634e-20,1.4510430239846845e-18,0.0,0.0015007503751875938
105469,0.00023993880325121132,2,5,2.123046722366923e-21,6.593803414167833e-19,1.1169526482738646e-06,0.006010147931108411
105528,0.00010893154509198136,13,52,3.2560937090865515e-06,8.173389283993981e-07,0.0,0.006536601634150409
105607,0.004092351821578166,56,12,1.563927362222414e-08,9.470909755922121e-07,0.010423863791247334,0.1883783799051345
105736,0.000743761547824043,21,16,3.2030689427601396e-09,1.219020750578586e-09,8.960322450400822e-08,0.013488628372157094
106127,8.64439217488278e-05,0,4,-2.474360188789149e-20,6.575302879020676e-21,0.0,0.0
106178,0.00029435781765161593,6,16,1.1204741437259881e-06,1.2901178262744674e-07,0.0003429946162723511,0.1254911139956471
106348,0.00023895464432438954,42,56,0.0068328767809631465,0.00556937005351648,2.210501648817299e-06,0.06665078965834689
106376,0.0006677045708273749,20,16,2.6279406516576527e-09,4.1696679688368244e-08,1.1263914048639748e-05,0.015133583051688446
107222,9.718881647719476e-05,1,9,1.068279307536466e-06,2.058957974763895e-08,0.0,0.002492625623156406
107314,0.00033113048274011016,47,60,0.00920758037850913,0.008123559515030177,2.527875989325212e-05,0.08394138923425708
107368,8.64439217488278e-05,0,1,4.049731637666194e-09,-7.768009681657834e-20,0.0,0.0
107464,0.0003906258424790746,8,10,8.737341572577715e-10,1.237583284556783e-10,0.0,0.00416875104218776
107486,0.00031974987501166494,1,5,1.0539283532180303e-06,2.0160742946032363e-08,0.0003042061571326204,0.10301740687827103
108556,0.00035010149220000874,8,8,2.941116564038253e-10,5.1028595429849175e-11,0.0,0.00400200100050025
108730,0.00013417166181995841,3,1,2.5032534613003404e-06,0.00035461117668071147,8.34584793230783e-08,0.07384299074581556
109477,0.0013203704257586642,45,15,3.430432849533445e-08,5.485604811254649e-08,0.002216403269772186,0.14026305006015716
109581,0.00023631675155485617,1,1,7.760113379586292e-22,5.938646914541874e-21,0.0,0.008841021818098592
109874,0.0004468332563731533,3,4,2.8911014610953437e-20,5.049504798778732e-19,0.0,0.0028217233616808406
110102,0.00040181652555599146,7,2,-9.240785473696678e-21,-1.2344983056369225e-18,5.007508759384698e-07,0.003501750875437719
110248,0.00046093588412866025,13,14,7.2643998733948984e-09,2.3075461088392498e-07,0.0018872864690236027,0.13976686723551685
110484,0.0005751844483676223,29,29,1.3186331590910507e-18,3.217368087830933e-18,0.0,0.014507253626813406
110762,0.00029660209381547414,10,12,1.0689013796007603e-06,2.0607220326911652e-07,0.0,0.0050025012506253125
110777,0.0001875091922822988,6,15,1.118919437686299e-06,1.2919656272897785e-07,1.0015017518769395e-06,0.11864830787449993
110793,0.00032904239395268394,47,60,0.00920691949798368,0.008170072435576176,1.9196325791252724e-05,0.08394138923425708
110894,0.00045103575370719054,28,27,1.3092330819825084e-06,6.910817386741769e-07,1.836511259701116e-05,0.022356005589001398
110939,0.0008475823971019799,9,9,5.870472793541503e-10,4.5493614044113557e-11,0.001793689637611599,0.07483679034213549
111214,0.0006284374165942848,9,9,4.6077407591785495e-08,1.8431831002880183e-07,1.8030296343758023e-06,0.13842667230720285
111245,0.00011515821417585164,5,18,-7.809929961799869e-19,-6.8087537908014745e-19,6.259385949230872e-07,0.0025012506253126563
111274,0.0006120754044222832,18,15,6.336762412899239e-10,2.3656357431297854e-10,0.0,0.11494225140437316
111516,0.0002622007884570062,8,7,1.0500901378675968e-06,1.7584724628925317e-07,0.0,0.00400200100050025
111595,0.0008377758541843794,3,2,1.88464609720191e-20,7.18415206000581e-19,7.511263139077046e-07,0.0015007503751875938
111647,0.0007131303109055159,21,16,2.5081973768235244e-12,1.2478067985540677e-11,8.960322450400822e-08,0.010505252626313157
111696,0.0008274289528499185,4,4,8.823404745941696e-22,8.292712294515676e-20,4.256382445476993e-06,0.0065487289099094995
111803,0.00015900509569096794,3,3,-2.678119960636858e-20,-4.984690142111468e-19,3.755631569538523e-07,0.0015007503751875938
112009,0.0009608768590342343,16,7,-5.865085298277708e-20,-3.059700225722021e-19,0.0,0.0080040020010005
112042,0.0001384951183265331,2,17,1.3855848235331562e-06,2.6465244955168933e-08,6.822730684661651e-05,0.11557934471469761
112626,0.0006284374165942848,9,9,4.6077407591782656e-08,1.843183100290018e-07,1.8030296343758023e-06,0.13842667230720285
112742,0.007856427351362641,51,14,8.112079697752403e-07,1.6289194169736742e-06,0.03526977166983787,0.2367353654752321
112892,0.00029270459984413657,12,15,1.1833916025726184e-06,2.7767251264859815e-07,0.0,0.11667513893720252
113385,0.0003258522514621718,13,20,1.265421128264294e-06,3.1743034087870173e-07,0.0,0.12459549276713046
113673,0.002519527462546299,26,3,2.0806393438937313e-20,3.5612661543606343e-20,1.3816054475272976e-05,0.013147198599299649
113888,0.0003258522514621718,13,20,1.2654211282642918e-06,3.174303408788591e-07,0.0,0.12459549276713046
113942,8.64439217488278e-05,0,1,9.583400261728597e-08,7.851014110843713e-20,0.0,0.0
114019,0.0001355548813029531,1,4,7.181807834998432e-14,1.3843000823914561e-15,0.0,0.004732293153876208
114133,0.000450830188814688,28,28,1.3149268816657756e-06,6.911915689179861e-07,2.028465762144196e-05,0.022356005589001398
114190,0.000717889423316689,3,3,-4.737044534445396e-21,2.015444552948443e-20,5.007508759384698e-07,0.0015007503751875938
114206,0.0008084743167645321,16,12,8.202480947498089e-13,6.380015117555454e-12,3.80570665713237e-06,0.008031793674615085
114260,0.00994649192573477,52,1,5.780489277981461e-21,5.461585311606555e-20,0.00065122651415798,0.026013006503251626
114307,0.0008182289707275252,8,2,-7.187111872951242e-21,-5.335360004413903e-20,2.2533789417231138e-06,0.00416875104218776
114481,8.64439217488278e-05,0,4,1.1748502351355322e-06,5.556209824098022e-19,0.0,0.0
114525,0.00012264320309383436,17,44,1.9490206006847347e-06,8.516697896898962e-07,0.0,0.008504252126063032
114581,0.0006120754044222832,18,15,6.33676241291734e-10,2.365635741855846e-10,0.0,0.11494225140437316
114598,0.00030725627313520656,4,10,1.2417583136200558e-06,2.4140677023417647e-07,0.0009221428914592136,0.14517266368632006
114813,0.000575184448367622,4,4,1.5531566716577466e-20,1.8711071111423234e-19,0.0,0.002001000500250125
114990,0.0005197128883779688,60,46,3.2519252866164784e-06,3.7216877481939798e-06,0.00010476183192357782,0.11023316357150677
115052,0.00021673892624789475,1,1,1.6595642911931348e-08,2.1251652667962756e-08,0.0,0.12461617594986074
115114,0.00010626985033874206,2,15,1.3533814030430143e-06,5.2257884847096236e-08,8.34584793230783e-08,0.09843795488092855
115560,8.64439217488278e-05,0,1,5.672952051344465e-21,1.029359743969294e-19,0.0,0.0
115644,8.64439217488278e-05,0,5,1.467016451923876e-09,3.2131911943973874e-19,0.0,0.0
115678,0.000575184448367622,2,2,-1.0893942175913025e-20,9.724684322365002e-21,0.0,0.0010005002501250625
115813,0.00012835556432639955,3,14,1.3427601782193513e-06,8.077973346198455e-08,0.0,0.10114360602559432
115825,8.64439217488278e-05,0,0,-0.0,6.967427982841772e-20,0.0,0.0
115840,0.00023888969573063247,42,55,0.006806502955884767,0.0055698785112981136,2.635530925991946e-08,0.06665078965834689
116004,8.64439217488278e-05,0,1,2.8556852472494236e-10,3.864569596456477e-19,0.0,0.0
116026,0.0005180249673741366,60,39,3.0562655180352047e-06,3.725459849192212e-06,3.224820718597815e-05,0.11023316357150677
116046,9.745144324030224e-05,1,12,9.104741208116887e-13,1.75486893074127e-14,0.0,0.002950454819246358
116180,0.000537584179195977,17,15,1.7748568798299545e-08,5.820402710987298e-09,2.1621707464628613e-05,0.11536619700660228
116298,0.00026216921672799707,11,0,-0.0,2.267672085852702e-07,0.0,0.0885333753654173
116634,0.00016341741655534893,6,14,1.0526066187490767e-08,1.1977995196872375e-09,0.0,0.11391317813686813
116892,0.00013514725065498766,2,14,3.064282431969811e-09,1.1254676144979019e-10,0.0,0.0037711163273944663
116934,0.00032552751151642583,46,60,0.009208848108633623,0.00803433638273372,1.4349673315229964e-05,0.08393200401631944
116999,0.0001411271685456868,2,0,-0.0,2.015906035651584e-08,0.0,0.0011255627813906953
117152,0.0025013143608494113,15,4,-4.3598648217038935e-21,-2.2465914438666116e-19,5.132696478369315e-06,0.008731638546546001
117392,0.00014936064344096817,20,44,0.005431602390319759,0.0021166641886369267,6.709037267873857e-08,0.07417864070375109
117824,0.001028568785174396,3,2,7.191553567830242e-14,5.018404016765986e-12,0.00017526280657846442,0.014017819720671147
117843,0.0001949645671670974,3,5,7.193640569771067e-14,4.161104036297271e-15,0.0,0.004911546682432125
117864,0.000537584179195977,17,15,1.7748568798294407e-08,5.820402711348902e-09,2.1621707464628613e-05,0.11536619700660228
117891,0.00016000997356813889,2,11,2.1439619338001068e-20,3.3412219791726095e-20,0.0,0.0043809783679718646
117905,0.0006019308364726639,9,21,1.2699313488226082e-06,5.0561743282757816e-08,0.005917100662901254,0.14548214029495368
